rg1,rg2,rg3,rg4,rg5,rg6,rg7,rg8,rg9,rg10,rx1,rx2,rx3,rx4,rx5,rx6,rx7,rx8,rx9,rx10,rwin
485,968,2085,1961,2171,3054,3220,5898,8308,10765,242,228,1149,1236,1963,3395,3246,4946,6060,7626,1
101,-564,-439,-1951,1920,908,-1427,-1528,-157,7060,-335,-794,-1918,-4112,-4568,-2719,-7104,-8177,-2331,5745,1
301,1113,1741,3197,4090,5066,7286,10630,11269,15304,71,634,1468,2387,4905,3590,5753,8374,9875,11069,1
278,1113,2472,2169,4374,6445,8824,9693,14682,12802,319,900,2062,1458,2867,4207,4331,6238,10096,7782,1
-171,-457,-301,367,38,-703,-2713,-6581,-9224,-17639,-715,-656,-692,655,-1887,-2689,-4962,-10112,-15169,-22952,0
-534,-1774,-4166,-6855,-9083,-7935,-7460,-8577,-10967,-19860,-905,-1885,-3986,-5893,-6383,-7044,-8394,-14320,-27047,-29006,0
57,684,502,2023,2782,2268,5226,7189,6903,10372,281,815,654,1690,3176,2609,7623,8956,8454,11160,1
-462,-3178,-7600,-8510,-10523,-10193,-4622,-917,760,787,-498,-3318,-5594,-5103,-6803,-4831,-345,709,-3220,-4553,0
-549,-883,-1619,-881,-795,-1374,570,-4691,-2369,4252,-223,-967,-2027,-266,4143,3663,6371,-2384,3318,297,1
-850,614,1626,-472,-1960,-3652,-3919,-9462,-10983,-9908,-873,547,192,-1737,656,-4409,-1451,-4943,-6047,1839,0
1499,1279,2132,2255,3626,4764,4889,6193,7694,16104,-49,154,829,160,1688,3868,4022,5095,4469,11703,1
294,-850,-2045,-3169,-1061,-1733,-651,-1140,-3497,-308,-149,-1409,-2465,-2229,159,-679,-151,-4813,-6083,3152,1
716,1236,2052,3256,5283,6940,6918,8841,11564,16106,695,1309,2837,4093,5347,6267,5606,6845,9872,13801,1
-569,-357,-759,-2264,-5812,-11951,-12799,-10585,-20045,-31140,-1266,-1114,-1707,-3572,-10670,-17420,-18568,-8136,-10790,-9613,0
-90,-439,-725,-270,-357,-780,-1679,-3095,-5619,-12801,16,-739,-1070,-88,-406,-473,-688,228,-4202,-11979,0
491,928,1650,2102,693,-209,-652,-4508,-13497,-15586,84,52,1029,-241,-545,-1600,-6992,-8017,-16391,-13958,0
-388,122,-46,-533,-1244,-801,-2334,-4104,-2454,-3345,-245,52,-889,-1650,-3118,-3510,-4961,-5764,-4362,-7498,0
554,1477,1544,1910,5954,7783,12120,15419,14260,19152,860,1886,3149,1607,4868,9052,13707,16946,15112,20950,1
-679,-581,-165,-958,-3116,-1711,-5294,-9547,-14505,-16382,-507,-479,112,-1184,-3242,-191,-6553,-15010,-17532,-13466,0
-982,-925,-3377,-3937,-1949,-6799,-10011,-14038,-13436,-22179,-398,-51,-2367,-2470,-316,-10772,-12066,-14705,-12236,-23277,0
240,69,1862,3148,2385,3468,9335,5445,1325,7117,10,92,2948,5940,3252,7523,8977,5493,-2169,-1130,1
962,1114,-370,-1612,-2864,-1905,-2513,-2124,-7432,-12183,573,354,-1742,-2013,-994,1365,-3437,-1720,-13326,-12613,0
663,676,1384,2250,6055,8370,7896,12642,11573,13782,414,719,978,881,3512,2971,1129,4229,3286,4639,1
-76,-813,-1933,-2614,-1425,-3929,-3786,-7634,-8541,-7784,-118,-939,-2015,-2820,-1035,-3648,-2316,-4355,-1065,311,0
26,-1015,136,3140,6146,14245,12764,15846,9483,4566,354,1633,3271,4625,9866,17388,17192,15593,8839,8032,0
-347,-202,452,1618,-556,-1496,2187,600,1227,1870,568,1020,11,527,-1364,-2618,1493,-467,5196,8597,1
123,-475,-704,-1771,-1388,-3800,-7582,-10115,-12829,-19073,-243,-2,-78,-1662,-2249,-4318,-8288,-11647,-19243,-26310,0
89,-304,493,2555,4041,4489,5837,5854,9851,10264,477,365,1704,3786,4100,4396,5670,5189,8373,4509,1
498,1713,4892,6315,9092,13595,17600,17998,21418,23728,197,1180,4160,5307,9242,12823,17025,18400,20533,22733,1
-305,-99,831,199,-1161,-1322,-1290,-2642,-4454,-9339,-54,392,1406,231,357,-25,-1236,-4861,-6693,-11988,0
370,497,-268,-1632,-3960,-6575,-9557,-13278,-16118,-18734,191,573,-1349,-3215,-5903,-9782,-12865,-17120,-18396,-21029,0
-558,-1190,-1299,-4504,-8774,-9204,-12398,-14143,-14623,-16278,-20,-921,-2340,-5469,-7762,-8608,-12193,-13919,-16400,-17225,0
-1249,-1455,-1493,-1231,-6458,-1813,4071,6826,8807,7904,-1226,-1879,-861,-382,-3009,2270,8983,10979,7588,1826,1
-1217,-1404,-2533,-3743,-3017,-6600,-8636,-10311,-11368,-17421,-963,-1248,-2537,-4196,-3525,-5317,-7729,-7157,-6906,-11598,0
19,-64,-190,-350,666,1258,-484,-957,-8248,-16571,48,-201,33,282,-285,-1235,-2910,-5981,-16634,-26042,0
844,-512,-844,-869,-2003,-5383,-7992,-11540,-11521,-11503,26,-1151,-2350,-2119,-2286,-7024,-9211,-12675,-14290,-11201,0
-199,-519,875,2026,3192,4141,2364,5208,11077,16948,300,-209,1061,2305,1971,1962,659,3510,11687,15804,1
-1340,-1088,44,878,2375,-261,-5057,-6197,-13461,-16070,-1606,-1146,-525,930,4084,-1554,-4489,-7812,-15965,-13678,0
65,247,260,102,221,-462,-2008,-1653,-1697,-9073,47,147,82,-345,55,38,-1068,-2072,-3247,-11846,0
-669,-1063,-2431,-1856,-4253,-880,-133,-5767,-8793,-13886,-984,-1684,-3210,-3458,-5472,1958,78,-7442,-8526,-12031,0
488,657,266,286,375,-3064,-1279,-2604,-2527,-8471,-38,581,501,2003,850,-6253,-3719,-98,383,-1631,0
568,750,867,806,3354,3951,5789,4194,7894,11206,678,987,1230,955,3411,3364,4116,2254,9687,10175,1
1925,937,2185,2528,4023,5876,7384,3787,5549,9846,1432,1083,2448,3773,6257,7811,9502,-996,2542,14106,1
-1277,-3230,-5341,-5240,-4543,-3893,-4212,-6417,-9608,-15609,-320,-1099,-2824,-4663,-3687,-2604,-3242,-6156,-8675,-9085,0
-231,29,490,931,765,1099,2234,5413,7354,12093,-461,808,1435,1546,1813,2804,3370,6294,6073,11179,1
-1333,-2914,-3131,-4356,-3360,-1810,349,2751,2705,7566,-612,-1501,-2195,-2466,-809,40,5541,10152,7471,14850,1
-387,593,704,2104,2513,3863,4737,6641,9229,7150,278,990,1250,2089,3422,4721,5719,4724,4411,2270,1
-152,-449,-158,1619,2490,3017,216,-405,-3922,-14000,135,594,-1345,-1957,853,2187,-535,474,-6687,-17279,0
433,12,539,1394,1068,3024,2629,6398,8106,8758,436,-288,883,655,523,3754,-2747,-1484,579,480,1
1065,2226,3691,6434,9086,12621,14353,18845,19365,23507,405,1323,2609,3747,6512,8413,8527,10975,12065,14222,1
29,343,368,-1414,-2831,-3433,-5673,-6740,-5807,-6944,123,490,389,-1956,-2504,-2366,-8337,-8070,-8189,-12953,0
439,-720,-420,-197,-403,-2338,-3012,-6558,-16143,-19994,913,-527,1254,1857,361,-4344,-6131,-12763,-24663,-25845,0
-57,-445,-355,-2700,-3836,-5916,-6351,-4930,-7122,-13445,226,-916,-1212,-2967,-4126,-3201,-3259,-346,-1840,-7112,0
798,2367,3103,2125,534,562,-2229,4100,3602,9324,1034,2272,1074,-512,-3206,1028,-5516,7312,4655,8844,0
-641,-809,-2445,-832,-4433,-6647,-8305,-6563,-6146,1852,-95,-210,-1699,1728,298,-607,-1043,4244,8888,17236,1
-104,112,698,-39,651,471,44,545,1582,10820,373,-246,-69,-1343,73,1045,270,1175,3946,19577,1
-633,-950,-4655,-6092,-4805,-11898,-14139,-7893,-4630,1522,-549,-507,-6430,-11699,-14388,-17818,-14872,-1596,9550,18753,1
-122,-1209,-2353,-2272,-1554,77,1091,-1213,-5508,-11137,336,-796,-1760,-1708,222,-265,1771,-3574,-11502,-15418,0
-425,39,1394,3866,5263,8036,9225,14428,19594,29100,653,1219,2845,3920,4812,2929,8561,17042,25745,35624,1
432,-250,283,1376,3079,4396,8133,11796,16988,19155,-16,-305,909,2416,1911,3160,4379,10243,12682,16154,1
45,1208,2464,4047,5889,5042,3989,7010,8404,11933,310,1041,2597,3485,4142,3924,4548,4026,6607,8567,1
227,779,2017,3488,7385,9447,10459,14559,6474,-869,829,1368,2030,3395,6027,9594,7020,12397,-1054,-2301,0
-1075,-2698,-1975,-2056,-108,569,-1875,-3115,-642,8070,-1294,-2518,-4268,-6023,-1599,3824,419,-1704,4692,12339,1
-225,369,286,1819,2546,3897,4854,6100,7567,9655,-140,524,674,2280,3306,5722,8950,14444,19434,26860,1
-100,-612,1458,-2003,398,6319,10410,9228,5288,9103,-82,-1137,855,-643,4309,14938,21708,16123,-1678,262,1
-243,852,2859,3712,3209,4736,9946,13672,20573,25773,430,1900,5220,6644,5173,10120,14382,19000,24761,29480,1
283,749,2046,1283,1898,-435,-3120,-1880,-3382,-19145,59,1315,1471,-402,-1111,-6970,-12119,-6854,-11399,-16623,0
-1091,-760,839,1340,3863,4474,5386,7239,11236,19243,-170,264,1899,2443,2277,4641,7460,7417,12511,17034,1
-370,-28,177,1576,2182,2044,2240,3400,4005,5807,680,797,952,1177,728,989,-229,2276,4078,5162,1
-686,-347,-822,-2163,-4297,-4697,-5293,-11075,-13505,-24374,-1443,-1359,-2397,-3192,-5547,-9076,-10657,-22575,-25406,-35798,0
-328,-444,1129,-2823,-3932,-2210,965,-2284,1540,-4713,-465,-1153,1522,-1764,-438,6711,15153,5873,10684,1662,0
160,65,2308,2294,5659,6225,5351,12447,20907,19920,-1169,-1469,815,1194,7675,5028,3276,16612,25160,26444,1
-161,-902,603,542,3282,6215,10669,14991,15820,21425,357,343,3099,3601,4532,9422,16702,9208,9127,12352,1
-285,-700,-3090,-5446,-8041,-12474,-16323,-15368,-19531,-21462,-1104,-1502,-5183,-8487,-12569,-15466,-21119,-22134,-31101,-30742,0
140,-171,-1009,-575,-854,-2048,-3174,-1596,-5748,-7421,-71,-534,-1318,-61,-257,-2000,-6118,-3956,-11011,-12752,0
-284,-890,-484,-536,-1360,-405,-1256,-798,-1884,-5253,516,437,628,1511,618,5096,6795,9053,7164,-265,0
339,100,1560,1456,210,-1588,-4258,-5857,-9668,-13336,96,-13,134,-1544,-2176,-6002,-10779,-12742,-20959,-23114,0
105,-1379,503,-1009,279,-1245,-981,-3889,-7936,-14813,-33,-1125,-19,-1358,-1997,-4636,-3508,-10490,-15312,-26765,0
-428,374,399,3572,6316,6791,6005,4696,9853,12839,-405,111,240,2148,5455,5622,4664,1624,11673,14439,1
-284,-844,-1068,-1603,-4278,-5547,-8963,-10724,-20644,-24697,-272,-834,-1318,-1273,-3928,-5178,-7930,-12429,-21687,-29816,0
43,-1052,-1312,-2828,-4052,-5395,-8751,-9031,-11976,-14879,-16,-465,-840,-2457,-3451,-4118,-6929,-7228,-11605,-13068,0
908,1579,2656,4273,6351,7901,12395,13470,14042,20553,-165,1253,2202,3252,6022,7493,15501,20912,19202,24903,1
-358,-2254,-3873,-3835,-2038,-1877,278,-1066,-5496,-12765,-448,-1919,-3911,-2806,-1498,-1972,3702,-525,-8871,-15448,0
526,1010,1846,2406,3888,7492,8224,11598,13099,17634,679,1226,2060,3267,3840,4946,5960,8929,8061,8914,1
348,477,315,-8,-787,-2319,-5541,-11107,-12671,-24219,118,468,41,-512,-70,-737,-4482,-14866,-15759,-27668,0
541,2402,3590,3691,7380,2773,3536,5126,94,-2444,136,1214,337,-1003,1466,-3969,-995,5885,-46,-9075,0
-61,-1115,-1602,-3333,-5241,-7478,-9654,-10342,-15239,-19748,251,-1406,-1765,-3280,-5042,-7312,-9062,-8479,-13388,-17470,0
517,1092,1522,2159,5612,7203,5055,6083,10282,17980,-153,1161,1594,2111,5769,5222,1620,2001,6212,14718,1
-1103,-2814,-2943,-6219,-10047,-10042,-14258,-15115,-18682,-13910,-1154,-1262,-4154,-8831,-13252,-12265,-24263,-26930,-32824,-16579,0
-1038,-1985,-4066,-6777,-8005,-9169,-11768,-15781,-16245,-18855,-521,-1530,-2911,-5603,-7614,-6697,-8309,-11644,-14397,-17845,0
-174,-571,-630,-2753,-2921,-4947,-5588,-4960,-11280,-18702,-78,55,1510,-649,-3276,-5920,-8397,-7097,-17947,-12088,0
76,651,1660,4433,6038,6420,9298,11800,14177,15134,606,1866,2728,4097,4729,6144,9242,13019,16333,16644,1
313,833,79,918,1521,1453,-834,1105,327,2064,123,608,501,2285,6853,3768,4471,4723,2275,5844,1
-726,-1099,-1002,2059,3371,3052,7105,9137,10878,15207,-606,-884,-511,3043,4957,5552,10868,6774,9180,17050,1
-134,-803,-775,-519,893,3448,4850,7471,9719,14788,-505,-1493,-1887,-2063,-145,4929,6124,15020,21083,26967,1
-579,-1543,-517,275,-555,-819,-89,6840,9758,13963,-729,-2228,-2065,-2289,-4219,-2001,-192,9180,9105,13657,1
494,536,443,1176,1844,-942,1981,348,-1097,-1793,1098,1264,1762,926,193,-3969,1909,139,2387,-3004,0
679,-17,-2330,-3950,-4353,-5626,-7376,-13596,-14620,-10585,264,-367,-2237,-4192,-4955,-6611,-11352,-16660,-12421,-8325,0
-810,-908,-1999,-1277,-4049,-8186,-13556,-15162,-16199,-21103,-1226,-1692,-3160,-1232,-4964,-10318,-18687,-20949,-20432,-20079,0
62,-454,-466,-423,2935,4954,7527,4337,7193,3954,-403,-2528,-1897,-2418,-582,38,2333,-4698,-6729,-11995,0
1194,1844,2258,2840,3593,9331,4120,6571,4238,-4102,759,697,2021,5304,6612,16171,7140,12948,4391,-2139,0
719,1844,2769,3917,6171,10280,11335,11004,18280,18996,158,1263,2441,3170,5319,9023,8508,8186,11712,11189,1
80,954,2144,2474,3235,5171,6473,9127,10035,12027,1,751,1380,1796,2369,3963,4998,7408,8060,10052,1
1185,176,-1720,-1538,-533,-2244,-3115,1177,6282,9324,301,-123,-23,2594,1333,-5458,-4358,-1330,-3346,-4179,1
1239,2666,2157,2177,3450,399,603,1693,1377,9142,262,2821,2559,5073,11080,1853,5248,3248,-6297,-2923,0
-835,-1062,-971,-1723,-4893,-7066,-11834,-14981,-17246,-22160,-217,-322,-382,-1415,-5338,-7909,-17270,-19434,-20164,-20269,0
-141,378,-164,98,513,87,1549,2707,5212,9833,-202,-163,-1051,-1184,-962,-1030,-266,1745,4625,8001,1
-664,-1571,-2449,-4215,-7900,-7522,-8720,-16103,-17560,-20149,-306,-1358,-1832,-3588,-6783,-5274,-6016,-12617,-14884,-14689,0
-378,-814,-1335,-553,434,-1869,990,2173,2942,10624,-504,-819,-153,-921,881,-3745,4240,3979,6006,12519,1
609,1158,-137,2983,3923,10262,6576,7015,1078,-11918,1485,1592,180,1229,-613,1885,-3518,1020,-4816,-17384,0
1592,2412,5750,5852,7417,6142,9301,9617,10612,18494,1023,1497,3426,2733,6514,3079,11417,8441,9437,15933,1
-404,-90,-1173,-2893,-3864,-3479,-1768,-2069,1557,4175,-29,-455,-1877,-4373,-4782,-2076,-174,-2540,3622,9189,1
34,-186,-2277,-4630,-8611,-7478,-8881,-14059,-10487,-4194,-699,214,-586,-964,-3575,-2460,-3662,-4906,-541,-379,1
-372,-442,-165,-582,360,2804,1926,4781,5648,14905,228,337,2013,358,2677,817,-5690,1247,-482,114,1
357,869,784,1155,2667,3018,4465,4058,6382,14201,189,196,141,284,2176,2300,6860,8504,16541,23620,1
691,-471,-1513,-2953,-2055,-2098,-3684,-4281,-3712,-12668,-76,-1245,-1907,-2613,-2347,-1067,-4367,-6205,-9954,-20848,0
408,293,1181,1663,-174,1900,309,184,-5171,-18250,911,944,1381,1077,-1006,-65,-1855,-2906,-9133,-22781,0
-152,398,587,-186,2200,6112,8099,11287,12936,17071,175,699,314,2088,5588,8504,9170,11745,13808,18911,1
740,374,578,909,-2489,-4389,-5145,-8162,-9296,-9456,446,60,374,513,-2493,-5262,-5941,-9250,-12042,-16407,0
997,1286,2484,2077,2075,2367,6111,10222,13884,20997,880,1720,2551,476,248,1337,4363,8188,14905,21102,1
1482,1269,1725,3358,4181,6448,8535,11484,12412,16321,426,247,-187,1045,1766,5265,5653,7391,9483,15052,1
309,-454,-307,-3042,-4028,-6838,-2618,-3027,-1049,-7728,147,-184,-90,-1524,-3124,-5371,-240,200,4306,-911,0
576,800,1282,333,1220,-183,-725,-1482,1704,5046,626,1281,1867,432,2279,151,-92,-818,5871,12832,1
-382,-1880,-3681,-5442,-7660,-12023,-14273,-15091,-16955,-23808,-187,-1140,-2153,-3068,-3817,-9593,-9955,-11883,-14433,-19490,0
-238,396,2810,3286,4409,4973,996,-3184,-5919,2131,1246,2027,4418,2253,5551,3592,-3969,-8052,-8970,-745,1
295,1256,-1570,1741,-206,3211,1982,4183,9238,14979,-232,-78,-3435,-1049,-2720,3711,3410,6148,13503,16062,1
-857,-2467,-3721,-7063,-7699,-10651,-12400,-11735,-14910,-18690,-432,-1493,-2153,-4479,-4921,-6765,-8216,-12110,-14423,-20206,0
214,-492,-501,-2764,-4188,-4923,-5424,-6783,-11992,-21380,-467,-1441,-566,-1583,-2752,-5033,-7092,-8018,-14342,-20427,0
376,420,-334,374,-386,-2946,701,3646,4586,12909,29,16,-594,268,-1121,-1610,1497,12963,10968,9686,1
290,-509,-2,1171,-1450,-1505,-10369,-15042,-15649,-16043,401,333,-193,220,1923,154,-7218,-6646,-4183,-1064,0
643,482,1519,1633,3464,6496,6381,10004,11022,20082,249,367,1606,1045,2070,5718,5679,5363,6268,20131,1
55,-441,-742,473,1515,1494,1940,2431,6128,10625,49,-526,-453,1220,1497,1451,3895,5034,10049,17322,1
695,-959,-655,-2587,47,-811,1848,1992,-1719,-2674,-29,-1939,24,-1056,5233,3229,5141,4086,2047,-6584,0
-1028,-1897,-2696,-4069,-7415,-11421,-13424,-17131,-20062,-30906,-407,-996,-2228,-3421,-6363,-7450,-10349,-16701,-20621,-27273,0
-400,-457,-222,-988,-2388,-3106,-4278,-5749,-8293,-10373,104,80,-4,-352,-3405,-2597,-3926,-3333,-2890,-11370,0
111,813,286,1112,2947,4563,7452,9648,10735,17684,571,672,209,733,1887,4286,6528,10402,12707,14197,1
335,1512,3834,4029,4872,9079,9112,9578,13198,21534,619,1779,2560,3366,1569,4474,602,4974,8703,9467,1
-635,-716,-188,97,2758,8476,5561,6524,7662,6410,-178,-657,-42,1959,4389,11167,3946,9304,9068,4704,1
842,1862,-328,-2397,-2878,-3666,-6239,-10072,-16394,-18647,638,1336,676,-2743,-3670,-4495,-10427,-13979,-19692,-26342,0
755,684,1223,1547,1242,862,1612,6245,2525,-5690,-144,-105,961,1168,1017,-1761,2239,3349,-1086,-11145,0
-368,-1263,-2844,-3584,-4755,-2544,-4499,-9680,-11187,-11895,-203,-975,-1815,-1589,-2932,-898,-2143,-6353,-5706,-7752,0
263,1133,-934,165,1135,2666,3149,3273,3728,19270,262,1096,-598,-61,1558,2139,5404,5727,7969,17506,1
384,692,502,807,1653,3101,6535,10126,11319,15459,680,515,629,988,2319,4453,7771,10323,12037,18509,1
-301,623,1052,-1025,1205,1074,-483,-2102,-658,-204,-207,324,2264,-3533,-508,-4875,-7089,-9396,-7892,-4992,0
155,-1704,-1761,-2170,-2544,-1958,-336,871,1979,4219,300,-1874,-2205,-1030,-2029,-780,-2984,1603,3913,5565,1
-320,506,3266,4804,6906,7150,8984,11020,14501,15771,-289,725,2036,1957,1107,1069,6164,7020,9304,13175,1
275,1782,3097,5364,5999,7853,9745,11462,11330,19472,293,2095,3719,5588,6355,8384,8547,10559,9597,17575,1
1385,3274,5604,5319,3273,524,4809,4373,1063,-7316,544,1694,575,-251,-5157,-8046,-2830,-4506,-12242,-22491,0
1048,1501,4672,3545,4338,9658,2610,1304,-4089,-2951,503,1013,4121,-1516,-1761,5754,-3873,-10850,-9689,-3912,1
-993,-2002,-1167,-2825,-3543,-3925,-5834,-5380,-6065,-12754,-512,-1556,-891,-630,-5146,-5542,-6812,-3096,-2628,-12157,0
972,-48,523,252,1664,-3164,-1320,395,-3375,-9974,-213,-1206,-1599,-778,2356,-3115,635,939,-5385,-11709,0
837,2561,2864,3468,4188,8816,12057,16229,19443,22228,742,2785,421,1390,329,8385,11503,16395,21570,17815,1
-345,1203,2656,4196,8904,10070,8240,11761,15580,22403,-172,1939,2345,2959,7265,9923,4992,8704,13451,17957,1
-371,-56,-680,-1562,83,-1077,-2219,-5831,-10986,-16623,-292,158,-398,-752,-887,-2318,-3327,-6710,-11514,-15383,0
296,439,524,-613,1528,2286,2875,4172,10464,20065,504,1180,2386,2670,8229,7645,11246,14321,27387,30605,1
823,31,439,2252,2545,4291,2458,3046,11084,14862,106,-887,230,5175,5404,8228,5999,9719,20079,21414,1
-768,-1886,-547,784,2153,3243,171,-2039,-2765,-12951,-751,-2202,-1385,-1593,-1879,-4050,-11333,-13908,-12280,-24455,0
-297,-418,-719,-239,1399,2172,1725,1829,2808,9097,446,-247,389,-1975,409,2221,-507,1630,1764,2765,1
-26,-538,-642,-2946,-3653,-5457,-8626,-10350,-15729,-26091,-220,-674,-301,-3362,-4998,-6253,-9576,-13054,-18995,-28216,0
-107,1018,1755,3441,3705,5358,4804,7702,13920,21359,-405,1400,3518,5901,7777,12826,12878,16591,29543,37360,1
-19,-813,-1602,-2968,-5961,-9336,-12114,-20162,-23046,-26211,66,-898,-982,-2171,-5474,-7427,-10477,-21284,-23100,-19406,0
1107,548,787,1972,2699,3907,4264,4459,2040,12949,188,22,451,308,642,-112,1262,1436,-2916,3647,1
-1625,-2615,-1982,-2104,1180,2311,5310,9534,13444,16008,-46,-473,72,339,2816,3061,6480,13198,21318,27428,1
278,381,-157,1095,1882,3593,1673,858,2067,10598,495,167,875,705,923,3912,810,1340,3607,15868,1
-449,-1212,-1070,-105,1147,1574,3209,-560,-7150,-8659,373,-314,-800,-310,1997,-1002,3107,-2248,-5398,-11455,0
-554,1127,2502,-927,-2226,-2068,1688,3236,6644,14918,99,1692,3547,417,-514,-61,4796,4609,6590,9039,1
154,624,2693,3069,2109,4749,8201,10986,13153,16420,-209,126,1715,2136,2454,3196,5579,10352,16673,13354,1
162,1186,1257,1046,2929,4277,5389,6836,7689,10045,7,813,630,762,1824,2764,2927,2979,3874,5637,1
-979,-2912,-5341,-7676,-9563,-5836,-3259,-899,-1379,6103,-1281,-2551,-3014,-5757,-2765,3293,9661,13611,19054,24774,1
294,-144,427,-113,-376,607,1246,2590,5806,10500,-617,-1222,-432,-1542,-2631,-1390,-92,706,8636,13006,1
818,2237,3602,6739,7552,11513,9061,13901,14987,18745,451,1798,1751,3641,3976,8813,8136,19088,23126,22854,1
896,780,1024,684,714,-3706,1951,2316,6362,15109,-537,-668,-186,-42,-2370,-8787,-1692,-1798,2273,6969,1
-635,-1490,-2610,-4310,-7013,-10408,-11395,-16372,-23306,-26133,-651,-1383,-3730,-4663,-5628,-5584,-4220,-9409,-16792,-24671,0
179,1235,5082,4720,10037,12073,14798,17707,15101,7706,280,732,3188,-205,4950,6246,14210,19129,14492,17713,1
-176,-475,-571,-189,-222,340,898,-1995,-3245,-9527,-103,-192,-174,-532,-44,16,858,-3798,-7903,-16395,0
1297,2136,1238,2608,3165,3806,4681,1333,-3776,-11468,463,830,-380,1247,1783,-279,-1660,-6830,-17075,-18860,0
1118,1938,94,382,5186,7544,10024,6792,7415,10251,1208,2488,1434,1012,7629,8731,12865,2296,1381,7325,1
508,424,40,-2441,-3751,-4357,-6527,-10787,-12917,-15239,212,-7,-1059,-3942,-5180,-6528,-10301,-14929,-16006,-20747,0
-504,69,12,-838,-671,-918,-1194,-991,-1087,-5500,-287,-7,-230,-668,-220,-2530,-5955,-644,1040,171,0
-617,19,1653,4025,6313,9725,8946,4885,5653,-1201,553,1728,3505,2645,4149,7277,5582,-1338,1719,-4312,0
-171,-603,-1952,-3247,-8190,-7172,-6801,-9726,-7514,-13735,-138,-554,-630,-4402,-14320,-10191,-12449,-14863,-9666,-20828,0
696,620,317,2027,2604,3992,3890,820,-1225,-7939,410,647,-431,682,1521,3099,2925,-2226,-3185,-14068,0
-626,-324,-701,-328,2648,3102,7674,8875,13169,12663,-684,-982,-2146,-1062,2521,1115,4004,4438,8869,8652,1
-510,365,-1205,-223,-2282,-2468,-7445,-13033,-18500,-28794,-911,-984,-3436,-2194,-5840,-6490,-15529,-24027,-27023,-27903,0
1058,990,1120,780,-200,-2490,-867,-4244,-5885,667,599,741,345,960,1036,-2718,-2380,-10631,-8549,1583,1
1125,1540,160,869,507,-2068,-4991,-9424,-15783,-17651,-281,206,-912,648,-1357,-4892,-10501,-14174,-17513,-24275,0
-295,-651,-391,721,1553,2636,3180,4858,8422,14222,263,-194,-840,-520,735,2557,2730,5295,9298,17654,1
203,1866,3792,4257,7089,10918,12589,18460,26456,31350,294,1793,3775,4092,7181,9492,11005,13691,17276,17353,1
34,-1563,-2619,-3542,-6494,-3886,-5770,-10717,-12634,-15908,-416,-1630,-5362,-7146,-10830,-5574,-7758,-9621,-8678,-14210,0
231,225,-78,-532,-1484,-2662,-4920,-8419,-10801,-13572,369,254,-211,-965,-2502,-2474,-5130,-9473,-12367,-14967,0
-78,440,107,231,1183,-2083,-1817,-2530,-5247,-3877,269,412,196,351,1116,-2589,-2801,-4947,-8949,-5762,0
-1005,-1449,-1343,-1413,-445,51,1650,1966,1971,12050,57,-1632,-1185,-1624,-774,-632,2508,571,3408,12141,1
-214,-386,-1625,-5417,-7732,-12478,-10215,-10425,-10719,-18062,-128,-652,-1214,-6421,-11242,-19446,-14028,-17093,-15309,-9255,0
-61,-675,1070,1289,-1636,-3091,326,-1141,472,4330,42,-757,1076,515,-4616,-6592,-1195,-6362,-7255,-3583,1
-659,-1207,-1482,-2967,-6482,-6773,-7475,-4337,7349,9838,-446,-1406,-2340,-5011,-9454,-11644,-16242,-12613,-3779,-3735,1
-296,-330,-1063,-1021,-1093,-948,-2221,135,2790,7532,264,179,-462,-51,-396,-485,-2984,819,5651,14398,1
39,441,3130,4939,5996,735,3966,2105,3290,-1532,-992,-382,2359,6646,8054,835,11344,11970,13943,14920,0
395,565,-1342,-167,-1685,-2227,-6147,-4328,-2463,1051,491,1004,-788,1766,-2328,-3027,-6487,1413,9554,7381,0
-236,174,1769,994,3157,3782,634,3197,3351,4735,626,392,276,-1394,2601,2669,-1935,1090,2479,1584,1
38,-703,-189,27,-1458,-1582,-1776,-7558,-8144,-9607,414,-98,-1113,-2299,-5399,-5821,-5074,-16462,-16871,-13950,0
