rg1,rg2,rg3,rg4,rg5,rg6,rg7,rg8,rg9,rg10,rx1,rx2,rx3,rx4,rx5,rx6,rx7,rx8,rx9,rx10,rwin
-13,-771,-3581,-5453,-8096,-8961,-13845,-15467,-18017,-10806,-177,-1204,-4157,-5724,-10512,-12874,-20145,-24209,-29102,-14409,0
-400,-1169,-510,780,1760,1146,1628,1294,4267,15014,-656,585,919,1933,3609,3051,3624,8143,11984,22126,1
145,-310,11,1040,96,-2871,-2427,-13826,-17248,-24374,-270,-379,780,1518,-542,-2819,-409,-10641,-13273,-12739,0
781,978,218,-2037,-804,964,5538,9417,19590,32021,222,235,222,-2138,-1697,2778,7747,10579,15458,23694,1
674,1328,1449,1318,-1534,-2871,-2104,1844,10448,12482,599,1884,3875,1678,-5642,-3252,-2929,-138,708,316,1
-1066,-1758,-2655,-4590,-5179,-8663,-11079,-9069,-14018,-16509,-365,-1027,-840,-2766,-3176,-3967,-5752,-4156,-14470,-21267,0
-940,-1490,-2979,-3190,-575,-2538,-2667,768,3704,2832,-409,-1114,-1068,-1062,1559,-4133,-3747,-1836,-2951,-8074,1
960,1204,614,-2361,-6268,-5754,-2039,2160,4482,7639,234,-960,-2996,-4325,-10544,-9295,-2082,4346,4114,5869,1
-1026,-919,-1168,-1393,-781,-1211,-1040,-3194,-182,-7897,-914,-672,-1118,-2080,-1945,-4213,-5626,-6057,-1208,-12466,0
1197,2659,6829,7377,6203,6085,4978,7910,10634,16638,477,2468,3873,4289,2606,292,-2089,2271,5983,13093,1
-1229,-1292,-3271,-2759,-7893,-12838,-16899,-14718,-14421,-20542,-635,-1411,-1629,-3266,-9597,-11599,-17154,-8519,-8471,-20274,0
-144,-646,-763,-2798,-2648,-5455,-4479,-6248,-6568,-14671,-190,-1238,-1770,-3680,-3530,-3777,-1710,-3097,-1483,-3780,0
1197,1196,1685,-3415,-2184,-5950,-11699,-14517,-14418,-8753,1236,601,1383,-4988,-1226,-7711,-13736,-14983,-12392,-6802,0
1219,2415,7083,7420,13919,5258,3705,3775,727,-4041,320,672,3789,3184,7872,-1210,-3999,-841,-1649,-4964,0
175,1856,3589,4545,12727,15448,10726,8322,8137,5928,295,1171,1168,1586,8877,6268,-2929,-7767,-2064,-529,1
-630,-910,-1277,-1539,-152,5252,6220,14072,22541,29800,-662,-414,799,348,2425,9057,7910,15808,20821,31053,1
1063,1099,945,967,2173,3947,-152,-502,-1120,-2148,1204,743,1135,964,-93,3536,-2579,-3686,-2466,-3988,0
881,2704,2691,3195,5022,9421,13975,12361,14124,18216,924,1374,1045,1923,5840,6150,7220,4312,5875,8662,1
-296,-1050,-1152,-625,-1747,-3710,-4294,-7025,-9567,-19790,294,-574,-927,-738,-1042,-3225,-2864,-8337,-12563,-20924,0
-148,-543,-1152,-786,-1907,-2105,-3332,-5143,-6077,-7636,-2,-364,-921,-229,-537,-50,-834,-3889,-4853,-7018,0
696,257,-925,-261,-3253,-3308,-6543,-4684,-10612,248,492,-510,-2056,-380,-6476,-7594,-7263,-7203,-17945,-7924,1
-380,-851,-1044,-1538,-3781,-3283,-5036,-3921,-6985,-6997,196,-49,-172,-1328,-2876,-1765,-3349,-1658,-3371,-1884,0
-308,-843,-1876,-3324,-6144,-7027,-8856,-8872,-12161,-14665,-463,-645,-2181,-4050,-5803,-4330,-6570,-8268,-10790,-14775,0
188,7,460,1271,2893,76,1126,3112,5902,11655,-540,-130,65,1154,1921,-1474,714,4760,9647,19795,1
79,-159,164,-1324,-2954,-1320,-652,-5289,-13335,-12050,315,-210,-107,-2153,-3092,-3134,-2085,-3586,-4532,-3410,0
-412,133,-14,434,-684,-2708,-1784,1456,1230,6687,-198,185,-19,-791,-2786,-5680,-5120,697,-16,8941,1
-170,547,-652,-4229,-27,405,-1766,-3067,-8938,-9001,-604,743,-35,-6246,-989,-2410,-2509,-4396,-8957,-5201,0
864,-665,-1242,-1192,-1841,-2582,-6794,-9012,-8883,-17335,1003,-688,-1585,-1009,-2099,-1824,-6804,-6931,-4367,-14569,0
-148,63,-714,-1622,-1078,-284,-210,1081,5859,10182,116,802,-937,-1686,-1579,-2158,-1701,1437,8148,14338,1
1184,2668,3654,6023,4533,7760,10809,14743,13724,20696,727,700,-886,699,-2,1373,1060,5835,2924,11716,1
-171,52,714,1902,3836,5597,7895,13680,16584,19863,451,22,316,1327,3722,4615,7399,13689,19225,23855,1
-299,374,-388,-945,1891,3117,2846,1069,1171,-3834,-252,133,1161,-1140,4308,6711,5187,2795,3190,-1480,0
-233,-285,-589,551,1061,5795,8660,9218,9958,9105,-177,18,815,1858,947,6148,9955,11966,15075,14604,1
-279,-2104,-2083,-4131,-886,-705,-37,-2579,-5193,-7907,201,-1595,-1118,-1565,414,77,-291,-6657,-7342,-5015,0
232,1754,2990,978,2918,7766,9831,4344,6945,17040,859,1432,826,-2009,21,2980,8115,1518,5691,17476,1
-33,-147,-91,-448,-4181,-6650,-5946,-3595,-2931,7320,106,-83,-30,-289,-621,-3369,-1181,-1046,-509,11342,1
98,700,415,-138,-2751,-5689,-7356,-6940,-8827,-8223,-239,-481,-969,-954,-3717,-3268,-2720,-1185,-2374,-3556,0
-206,568,956,1143,1687,2276,4008,5889,8128,12293,-136,573,897,893,1791,2622,3562,5036,8098,10867,1
-210,-954,-1929,-676,-5342,-2172,-2117,-4534,-5449,-18079,-91,804,-209,-441,-2909,1712,780,351,299,-6743,0
290,617,295,2567,2056,170,-250,-622,-3603,-14324,-30,768,1464,3760,3396,631,-288,-6625,-9639,-15879,0
-236,-534,-1258,-2116,-1975,-4153,-9041,-9141,-9933,-12623,146,402,359,-1025,1735,-1469,-8794,-7296,-10574,-10124,0
554,1580,3442,1688,307,1811,-786,-4955,-2455,-5893,578,2046,4078,901,-2429,1867,-4800,-7864,-12361,-20328,0
-113,-1464,-1890,-3106,-5359,-6034,-7964,-9778,-12629,-15214,111,-996,-1757,-3070,-4906,-5953,-5668,-6361,-7031,-9545,0
176,-893,-2217,300,-2406,-6366,-10815,-10061,-11170,-22161,167,569,-1285,-1573,-5870,-15174,-17175,-15326,-8226,-16732,0
43,1278,2531,4697,8885,9204,10445,12176,15057,16913,491,1459,2152,3070,6297,6703,7621,11089,13809,10530,1
-1196,-2009,-2705,-3457,-412,-4187,-4976,-4412,-9833,-13055,-512,-1268,-2265,-1115,1190,-4337,-5860,-6520,-9884,-5381,0
671,858,1071,2096,2357,4123,8110,8384,14176,14228,569,1300,1643,2418,3543,4516,7255,7730,10521,9102,1
1233,454,1582,-164,-399,-1497,-3623,2204,6117,12548,625,-651,-2579,-3693,-3215,-3741,-3979,4248,4820,11115,1
54,590,1998,1973,3259,4154,6768,10979,14299,21306,-41,511,2601,2882,5208,5635,8625,14931,20270,25875,1
-364,-497,498,1572,1563,3070,3283,4703,9584,14054,-343,-623,208,41,1493,2787,4474,9529,20182,23661,1
-1083,-1455,-3013,-5600,-8819,-7615,-11989,-13524,-23844,-29522,-751,-813,-1513,-3595,-5350,-5182,-10913,-13131,-21229,-28008,0
386,658,109,-712,-2008,-3980,-8032,-10122,-13645,-23944,-385,-381,-1099,-2273,-2961,-4750,-8363,-9185,-14940,-19231,0
-144,-391,246,-135,2094,3947,6061,9493,13253,18634,-235,66,954,627,1985,3629,5756,9378,13770,16671,1
1249,3656,4404,4454,1933,1232,-2035,825,420,-3034,1283,2330,5036,7493,7460,8577,10710,11072,8395,6386,0
360,201,-124,982,2004,2098,2428,2306,1464,3219,78,20,58,1814,2580,2294,724,807,-760,3300,1
343,-653,-2518,-2081,-2070,-2725,-2734,-2277,-3806,-10028,145,-1450,-3509,-2280,-1715,-4199,-4327,-5018,-4325,-11672,0
242,982,714,1217,444,806,1135,3262,7000,12054,-119,-354,-821,659,166,588,1357,1562,4628,10512,1
912,1087,2664,3623,2184,3551,7798,4874,5675,7003,604,1035,1480,2349,-2020,-1403,-800,-6526,-4132,-6278,1
-375,5,783,484,2324,3378,5020,8621,13683,18483,-143,1008,2113,1043,1517,2197,6424,7121,13102,16499,1
449,2256,5115,6845,6865,8589,10228,10431,12147,18979,333,2053,3095,5207,4486,5042,5797,5885,8013,14481,1
-627,-492,32,-1279,1152,1918,7527,6508,8195,17570,-299,-153,586,48,2215,900,6168,6339,13128,21746,1
-178,-6,-828,-1650,1603,254,-2002,-1396,-11322,-6999,-353,-491,-1035,-1562,1962,-2407,-6117,-10208,-23555,-15298,0
-135,-573,-573,-1719,-2756,-3455,-6638,-9222,-12006,-15028,-403,-991,-978,-2409,-3213,-2670,-4028,-7153,-10350,-17444,0
-283,-89,-268,-1533,-711,-683,-6073,-7779,-6958,-7221,-573,-342,-842,-1932,-621,-567,-4672,-6822,-6557,-10297,0
-382,-703,-1915,-1720,-3212,-5416,-6290,-7974,-11836,-16163,-220,-1301,-1884,-1691,-3611,-3925,-4879,-3950,-5249,-6510,0
-66,192,133,1662,2159,4159,5254,6200,10995,17638,52,3,120,410,751,3285,5910,5758,11962,19995,1
-681,-793,-203,224,59,-4423,-10551,-11693,-18925,-22967,-161,-174,-1466,980,617,-4782,-16124,-8676,-11742,-8292,1
-168,-1028,-1129,-4040,-4343,-4369,-8100,-9850,-10592,-4386,-816,-2003,-2121,-2225,1260,-480,1101,-1466,83,6765,0
-410,-1079,-140,-1679,-4415,-4411,-2315,-10432,-16698,-21399,52,1,663,659,-4199,-5214,-6219,-10707,-16087,-21198,0
12,1912,2940,5620,9892,10822,14764,17141,22853,22153,2,1364,2350,5098,8092,8016,10689,13520,14114,13061,1
-837,-241,-114,-669,-1352,-3348,-3828,-3497,-1454,348,-340,21,274,200,-1352,369,-2456,4329,9344,7614,0
-69,1168,1304,2468,541,-2345,-7054,-6125,-10582,-20729,38,86,663,-460,-2640,-7227,-12745,-6393,-9316,-10525,0
-407,-394,-1243,-1163,491,-526,1097,6249,10434,12870,287,285,175,145,-2221,-4254,-3787,381,2462,5693,1
-322,-428,942,-235,-240,2034,-6781,-4180,-5620,2409,-172,-587,1940,-96,-5450,-190,-11894,-2760,-3231,-1501,1
714,743,1149,1253,1347,2944,4135,9693,11113,17482,673,526,959,1399,1375,3559,3581,10295,11224,16638,1
-397,-334,2510,1943,3949,5260,7497,-9482,-15297,-15499,-136,895,3067,3567,5196,8869,9456,-5851,-4110,-3593,0
17,1012,1833,812,6246,5507,8798,11975,10353,17978,572,711,-56,-1338,1355,855,3822,5640,5086,13584,1
-966,-2227,-5985,-6784,-6341,-6508,-9072,-13030,-11506,-24974,-797,-1969,-4393,-4353,-4059,-5524,-9839,-13750,-9201,-24270,0
-1027,-3459,901,-41,-3873,2879,8223,11378,7878,9004,-750,-1983,2468,-1205,-4253,4607,11494,7621,5196,-1450,0
-274,-1017,-3162,-3876,-4006,-4953,-5733,-6035,-8939,-12158,-932,-2589,-3791,-8569,-7912,-8138,-10096,-10037,-14359,-20107,0
278,190,945,2636,5913,9400,11403,13118,24606,19889,248,-175,-282,-277,1006,3244,8781,9055,17351,9052,1
-3,-80,829,1308,2903,3770,7864,9646,11869,12698,50,568,1623,2408,3900,3552,6477,6713,7250,9119,1
-243,-247,-444,-1214,-3908,-485,2375,3639,8330,22007,-38,167,546,-1178,-2002,814,4539,5299,13395,21819,1
205,-83,280,424,2321,2185,3921,5557,9451,14397,442,322,-975,-866,1442,2037,3910,7789,12835,9433,1
-19,-785,-501,-958,6401,2618,1147,4715,5101,-1676,-525,-1880,-2639,-3222,3810,-1709,-5379,-1592,-7226,-17248,0
540,943,2557,4976,6118,10902,9704,16697,20552,24490,103,1086,2879,5516,6714,14478,10628,18994,21976,29575,1
-11,932,2005,3540,7664,8445,10078,11369,13575,16150,-259,825,2119,3223,3575,4774,6102,8335,9000,10190,1
-462,-486,-1949,-3824,-4552,-5426,-7402,-8488,-11464,-16960,32,-365,-1488,-2674,-3495,-4656,-1654,-1087,-2031,-4020,0
-642,-1797,-2773,-1451,617,-248,867,921,8022,10964,-1447,-2101,-1760,78,3315,2560,6369,687,5199,10341,1
-240,-78,2163,182,-90,223,5607,9688,12613,16514,-129,-92,3150,607,-453,-1313,7979,13508,14211,19731,1
-66,-290,44,1721,4626,6227,9755,12523,16073,23989,-176,-537,-799,1289,4831,7272,10338,13610,18875,21100,1
613,-169,-760,2735,2474,5828,3949,3104,-1947,-7739,174,-532,-567,3791,5379,6757,3666,850,-5487,-9614,0
-757,-1536,-4090,-1008,-139,-3469,-3517,-10636,-13571,-23668,-868,-1631,-3203,690,1007,-2084,-3661,-8618,-10401,-21300,0
-580,171,-346,229,52,-1207,-2263,-6052,-8435,-11482,122,834,188,1011,-300,-2011,-2808,-6402,-7077,-9656,0
376,1816,1518,6299,8104,10886,11900,14737,25659,29947,202,1398,1766,5576,7602,9401,11503,19139,26781,25110,1
-309,-350,-303,-1202,924,1214,3367,9388,13039,18352,-221,-43,-324,-1535,1678,-386,453,7407,11293,12958,1
576,1168,3455,4307,3431,6675,7791,15482,10535,19824,771,780,1358,1019,1582,5254,9575,20020,15993,27194,1
256,928,1990,2339,5077,6075,8751,13610,14845,20994,-62,92,829,905,1855,4036,5016,6972,8241,12047,1
176,-791,92,-577,2137,1131,510,-4539,-4170,-6118,-108,-2406,-2624,-1234,-1135,-5987,-9452,-12761,-10413,-9743,0
-44,-424,99,-1695,-1797,-3313,-4332,-4641,-3621,-5231,-363,-1307,63,396,1909,-2428,-5200,-4021,-4089,-8475,0
137,1000,1638,744,2554,2746,5117,7608,12174,17289,-451,1182,1335,1482,3811,3838,6186,7161,15908,15775,1
108,1343,1730,2682,5608,7910,8941,11017,15389,18083,-311,729,584,-1062,2635,2662,3185,2024,4392,5521,1
251,83,-979,-1185,-1853,-302,3573,3272,7948,14275,-303,-849,-1788,-1664,-2321,1163,5935,6294,14014,22122,1
-81,-1369,-1404,-2951,-5933,-5058,-7830,-8661,-14725,-20478,-64,-1111,-451,-1129,-1955,-1250,-4067,-4839,-10068,-14574,0
-1321,-1549,-3015,-2059,-1071,-5044,-5377,-7814,-10028,-14948,446,399,-222,740,1513,-1559,-1020,-3057,-6943,-10595,0
1322,1348,2820,2244,3175,2512,2675,2194,8384,11023,79,52,1062,2538,3489,2051,2444,2425,6885,8552,1
-18,-251,-331,468,3052,2740,6288,12217,15057,14921,175,318,392,953,3738,2204,3818,8827,10612,10748,1
214,-776,-1168,-3975,-819,118,1986,4465,2822,662,94,-1267,-323,-2370,-1029,1511,4451,7613,9940,3415,0
-104,2935,2129,-971,1366,-92,762,1644,-1436,-6258,243,867,-586,-6601,-5101,-8145,-10097,-15710,-21345,-30248,0
183,-330,873,-29,1729,5542,11291,12858,18552,24827,-27,-976,792,1360,1118,3209,8555,13404,17852,19005,1
-122,-123,-555,-505,326,3221,4630,3947,4820,12485,-287,-112,-837,-1384,-2898,-2730,-3743,-5744,-2076,3965,1
-528,-81,-1172,-372,-4,752,3967,4774,9722,10604,367,510,-942,254,944,1396,6119,5556,11992,8155,1
-319,-1759,-2986,-4344,-5044,-7862,-9508,-11193,-15503,-26100,-35,-1287,-3121,-4545,-4241,-6432,-10701,-13818,-18620,-20771,0
-163,-626,-325,401,-139,-1228,-2399,-2013,-3108,-4656,168,-618,-87,706,182,-299,-854,1500,-4088,-5577,0
506,1443,4598,3066,6781,7045,8467,10432,11376,15794,490,1732,3887,1718,6140,6264,7127,9734,13657,19347,1
833,1866,2086,4447,7396,9558,10120,8444,11606,18508,1048,2159,3523,6092,9577,7429,8010,9994,13279,22632,1
473,1097,2547,3695,7682,8836,12697,14660,17528,17143,43,-218,988,1298,6822,10227,15446,19855,19261,13890,1
-293,-222,777,-1701,-1177,-6787,-10439,-5030,-9066,-11427,-112,108,-1189,-4856,-1369,-9874,-7375,253,-11836,944,0
158,-818,128,-44,1202,2827,4295,4701,6804,12709,62,-682,313,90,502,1418,2392,4087,5743,8829,1
-329,-979,-1199,-1633,-1803,-1995,-2179,-3826,-4690,-5513,-14,-341,-183,-1011,-1554,-1431,-2528,-4475,-4703,-3494,0
-9,-784,-3463,-5017,-5412,-5294,-8515,-8338,-12885,-21011,-244,-361,-2600,-4868,-5833,-6532,-11083,-9408,-14944,-20148,0
-43,1221,1974,1432,1598,276,-1733,-3539,-5761,-6544,-46,75,1508,294,-616,-1127,-3159,-3852,-4930,-5927,0
-374,1165,1055,3487,6920,7406,9909,11197,18169,24278,-343,1302,1916,3813,6185,7621,9837,13685,23075,30066,1
282,43,-109,814,2315,4329,4582,9346,14519,16165,331,429,-254,1676,2044,3452,1937,9430,11742,11760,1
935,-116,1991,2961,3126,2120,909,3229,8703,8812,798,496,4311,5164,5056,5339,3794,7494,8677,15602,1
108,541,-47,-2815,-5330,-7013,-9310,-9923,-15988,-19947,467,819,-406,-1378,-2228,-5931,-9284,-11881,-21613,-26584,0
-19,-746,-1219,-20,994,-1247,-2692,-6083,-8891,-7188,-233,-839,-1985,1592,1513,-1152,-3079,-5444,-11503,-11750,0
952,-603,2537,5065,1692,2885,1230,4544,3792,7360,410,-993,-551,2870,255,1238,-1799,2909,1050,6762,1
622,452,1224,-1238,-3749,-5136,-9135,-13245,-21314,-27415,328,-402,-1341,-4269,-7668,-10441,-17772,-25795,-39882,-45871,0
831,1319,2323,3218,5310,7004,9200,13083,14663,18976,622,566,755,2648,2483,1764,730,1245,-5613,-871,1
-277,-1263,-2299,-2964,-3643,-5988,-8156,-10785,-12269,-13994,-305,-953,-1033,-1346,-2180,-1594,-2937,-5859,-8135,-14993,0
-239,-571,-1185,-2875,-2867,3588,9359,7470,8851,11596,-237,-339,-482,-3670,-3415,3258,3567,1516,2717,4441,1
-230,-747,-1109,-353,-895,-2413,-3643,-6224,-11692,-21416,-110,-731,-435,-1040,-1563,-3605,-3565,-5846,-9579,-21349,0
-1666,378,1757,568,1011,720,1749,6572,6946,8015,-486,2602,3235,2476,3170,-910,4316,15315,19427,10929,1
-148,-1065,-2342,-3550,-5824,-5956,-8518,-9547,-11778,-16053,241,-1179,-2345,-3521,-4093,-5390,-5967,-4805,-9820,-17137,0
-342,-1369,-1962,-80,173,1734,2452,4458,13082,14696,-533,-918,-2040,-262,-1305,-2003,-4089,-2291,13642,8919,1
102,-35,259,-96,152,-602,612,-763,-3470,-5458,-29,-89,-653,-728,-1539,-2420,-2526,-3152,-5756,-9672,0
4,650,2267,2564,4142,6892,8000,8564,9638,13114,90,248,1642,1789,1900,2636,1765,3746,4215,3981,1
-435,-163,-2580,-453,2100,7075,6892,4192,5797,3895,-534,-644,-3378,1562,4414,5381,3429,-4425,1641,-2050,1
431,259,1261,4898,7601,3983,2367,-5840,-9163,-14447,600,1078,1256,8209,10035,5689,2245,-2668,-3931,-9781,0
-3,-858,-2720,-4352,-4277,-3535,-3195,-4773,-5965,-14675,-425,-2098,-1917,-601,206,2823,8051,5892,6781,-3922,0
861,-610,-1846,-842,-1782,-5836,-11273,-18084,-14204,-20211,819,-1060,-3071,-84,-2492,-10438,-16187,-23657,-17695,-31895,0
200,1901,4653,2368,4579,6598,9761,4870,1952,3140,-608,1212,2066,169,5342,9227,10490,2275,1727,2073,1
-420,-391,174,2081,3291,7514,9429,12743,12654,12878,714,713,2046,3261,2808,5246,3449,3704,4207,5072,1
-508,-1010,-561,3832,5317,3909,4976,5458,4799,4160,-696,-1613,-2272,3001,8037,9423,13949,12719,5776,6508,1
1143,601,1027,2157,-868,3732,6025,4496,2157,1332,-114,-331,1588,816,-2406,-1003,444,-7911,-8359,-665,1
-727,-1989,-3260,-1934,2166,250,7010,8642,10351,17223,6,-1217,-502,3205,9069,2633,8697,9979,9078,13155,1
119,1261,1867,2361,2992,3241,4102,5144,7143,10237,108,861,1609,1786,2809,3669,3283,4454,6317,7452,1
-709,-1004,-2689,-5810,-9012,-8475,-2117,-2684,-5874,-1650,-65,-198,-1229,-4138,1257,3496,6919,5328,-345,1013,0
-124,574,1367,2133,2741,3709,3442,6081,6692,10849,-364,585,1552,2404,3153,4438,3709,6126,7537,9801,1
-170,-1394,-2478,-7568,-12283,-13717,-16096,-12616,-17451,-21587,-627,-2066,-3164,-8089,-11389,-12792,-14135,-8983,-14759,-23251,0
573,509,1326,2249,6192,5495,6035,6653,12142,15997,320,591,1684,685,4253,2700,4024,4677,11988,18296,1
-929,-720,-2825,-4047,-3396,-4733,-4239,-10137,-10252,-17409,-1197,-996,-2019,-1192,-323,-2610,-2057,-6455,-8585,-13571,0
-200,332,1098,1280,2768,3362,5334,6561,10628,13986,-100,-462,505,320,1437,2487,4327,6637,9626,11869,1
-188,-1098,-1083,-2896,-8376,-12613,-10395,-14445,-19257,-18453,118,-598,-1192,-3948,-11388,-16601,-16711,-16236,-19317,-14355,0
-39,-81,-78,156,1140,2294,6124,8280,10380,20845,-153,-5,-539,728,647,2781,4240,7085,10450,20953,1
593,1492,4249,2338,3990,5504,2446,5054,4176,5136,-33,246,264,-633,4073,7565,3938,1164,-1310,7175,1
226,821,731,1181,736,2232,5260,9667,10583,15662,728,1398,1040,1128,460,1561,4206,10236,12977,18545,1
-470,-975,-1094,-623,498,2853,4847,6390,6559,9385,-307,-797,-1133,-764,2786,5636,4972,6815,12587,9957,1
-496,-953,-1096,-2475,-8719,-10290,-14351,-19772,-18335,-19944,-274,-484,167,-3429,-6363,-2967,-2691,-7654,-4903,-10661,1
254,371,652,1417,2874,4216,5536,6524,9254,10882,181,656,1278,1999,2874,2750,4916,4722,7414,7754,1
1427,1809,1683,7078,7904,11010,12352,9520,2100,5342,1170,1924,937,5695,9396,13415,13789,9475,-1899,4399,0
-1192,-2397,-2806,-2778,-1514,-2446,1849,2688,3606,9380,-1002,-2644,-4510,-2550,-229,629,7019,6281,6835,17034,1
-77,-71,-1418,-2212,-3277,-4340,-6660,-8941,-11462,-15648,-68,6,-1379,-1843,-2105,-3193,-5400,-6769,-8849,-8800,0
1137,2727,4902,6151,8113,3413,1892,-2488,-5936,-1666,518,2225,4774,2993,5000,670,-2577,-6573,-1985,-2763,0
826,1925,2810,1841,410,-1195,-12917,-12552,-10503,-9308,469,1322,2197,-975,-827,-5403,-13907,-8293,-2476,-3805,0
-1154,-4757,-6522,-4145,-8230,-179,1121,2541,4519,789,99,-1584,-2750,1564,-1034,10744,10267,11857,5081,2307,0
-942,-2742,-4892,-7543,-13581,-17870,-19887,-20942,-20896,-32188,-1364,-2957,-5485,-8418,-12557,-16140,-8750,-758,8743,1597,0
-315,-379,-1143,-237,-1125,-1499,-4122,-8033,-11910,-14309,-64,250,-259,-1466,-4110,-5035,-9598,-14243,-18836,-22646,0
-21,382,6704,5485,6684,10936,12592,9114,1988,-8227,1071,1395,4379,7053,6343,13302,16643,8069,-2519,-304,0
5,123,-2012,-3573,-6928,-9734,-5858,-4882,-8374,-15020,41,-652,-2072,-135,-2616,-3721,-635,-210,-8111,-17022,0
-874,-957,-2008,-4810,-3726,-2107,2197,974,-6880,-14405,-912,-652,-1700,-3653,-2566,-2674,2558,-3116,-11599,-20377,0
-265,-1262,-1759,-1858,489,-576,1569,806,-6041,-6762,798,-439,-2644,-1841,2993,3928,3517,1773,-2382,-3554,0
-264,-65,-685,1382,-2090,-2024,1348,-8573,-13305,-13137,-799,-617,-3143,-1463,-4711,-2914,-4310,-15097,-17279,-9393,0
3,-6,1888,3365,6259,4563,886,4047,11175,19702,57,-310,2615,1893,3269,1021,-6309,-4429,-1244,9004,1
75,1128,1126,2271,4614,7236,7218,10955,14445,17690,178,652,804,1167,2349,1922,2807,7618,12852,14505,1
200,764,2833,2114,3799,2637,3915,11913,17145,18555,-30,167,2263,1583,3179,3868,5307,13177,14103,17040,1
342,-9,523,-552,-3274,-3188,-1278,4667,13161,13515,528,-810,-563,-3234,-7205,-9092,-10271,-5971,4722,8478,1
733,3604,6432,7691,5935,10546,15673,23040,22921,24627,1843,5161,6861,6820,4892,8779,17118,30047,21997,23364,1
-369,-1154,1077,206,-840,-5298,-9263,-14504,-14218,-17710,-322,-60,1187,-586,964,-5093,-12122,-14204,-10464,-11500,0
1144,1801,-547,538,-633,-1286,812,3953,2714,5764,816,1045,-1885,-1779,-2133,-3123,-5586,-1774,-4688,2387,1
689,2355,1300,-274,-799,-3752,-4143,-2756,-5116,-7122,1044,1627,687,-4155,-1111,-7379,-5456,-1533,-7158,-6940,1
-12,43,-418,-174,-498,-980,-2698,-4411,-7542,-11389,349,658,424,579,-439,-1408,-5074,-5649,-8188,-14427,0
142,406,979,1027,1039,2592,3994,4939,7511,14364,111,773,817,1202,1035,2962,3529,3646,5949,9336,1
271,458,1501,2735,2495,4075,3871,6891,8676,13779,316,499,1809,2628,4287,5563,4169,7382,7985,14759,1
-50,-2088,-3010,-3428,-3489,-6340,-8955,-11654,-14143,-17753,-302,-1145,-2419,-3120,-3880,-6479,-11510,-11426,-16566,-19844,0
985,2114,2962,3195,5414,5038,7035,12380,16619,24644,242,1773,2872,3565,3963,4803,5613,9717,13846,18104,1
-91,-417,-953,-738,-472,299,891,905,5330,9362,-69,-217,-611,-4,-21,820,1314,1385,7175,10092,1
337,2197,2264,3031,5116,3200,2535,3022,5965,14316,407,824,1322,2080,4236,1768,2117,561,7473,11506,1
222,316,-271,-1112,-930,-2806,-7064,-9002,-10943,-25607,36,-238,-372,-503,-737,-3738,-6219,-6879,-7116,-19804,0
-610,-674,-1383,-2640,-2907,-4024,-3313,-5126,-7253,-19321,-849,-1199,-1897,-2581,-3137,-3375,-2339,-923,-6994,-19315,0
-904,-2666,-3135,-4683,-10402,-12065,-12650,-13826,-20519,-25756,-485,-2141,-2075,-3826,-8846,-10420,-8831,-10723,-15213,-19573,0
-576,-2160,-2730,-3923,-5285,-6755,-9283,-12830,-12329,-24349,-560,-2056,-2722,-3361,-3931,-4147,-5183,-8826,-9000,-13993,0
-857,-1651,-2056,-3937,-4078,-5100,-6727,-7758,-14992,-23036,-375,-1028,-1026,-2313,-2464,-3487,-1317,-5297,-9463,-17230,0
-361,-1455,-3435,-3761,-6153,-10337,-10580,-13686,-16524,-18607,-291,-356,-2400,-2643,-3868,-6835,-8115,-9867,-13685,-15253,0
329,278,928,1311,4309,10144,15563,16069,15270,15507,-364,-2256,-2613,-525,1601,3157,8989,2101,-630,1693,1
542,959,1031,2809,8425,10366,13494,16466,18121,27494,386,1623,1718,4360,7197,8778,14381,17965,18246,21345,1
-122,-1158,-1752,-3479,-5106,-10854,-13438,-16933,-19450,-22940,-637,-1880,-2042,-4176,-4726,-6590,-8602,-12188,-17119,-19778,0
27,-9,380,661,-1352,-3826,-4859,-5178,-1194,6849,702,1035,1771,680,-3469,-7524,-7331,-9469,-4895,-2610,1
259,1433,3195,3185,4835,779,5889,7066,9039,15080,-49,961,1579,2299,6298,2880,17444,21291,12776,9231,1
-442,-555,-302,-1007,-1103,1284,1965,7741,8660,15844,-18,-183,339,-419,-393,4195,3635,11657,12243,21435,1
76,-169,453,318,4283,5005,4478,6031,8610,13028,116,437,735,838,1312,1329,3014,3137,7983,15515,1
-1401,-3324,-3358,-5281,-7327,-4018,-5392,-2212,-3921,-8759,-309,-2237,-558,-2096,-2074,1662,-724,11891,7968,1499,0
-372,-204,1300,96,-887,-3321,-4334,-10183,-18139,-22583,-342,-702,898,-1014,-1067,-2334,-4172,-8255,-16234,-19740,0
-580,-2356,-2560,-1821,-3877,-3229,-4685,-8389,-11260,-14549,-415,-1464,-1506,-1056,-1805,-1413,-3127,-7247,-6803,-4302,0
232,480,1204,1141,1754,2549,3693,6132,6354,8990,-20,93,1202,600,1381,2267,3854,5270,4796,4426,1
640,2288,2612,7826,4313,1434,828,-852,-1660,-4338,464,2925,787,6621,-3181,-3852,-4324,-6300,-6706,-19826,1
-44,-433,-274,-1593,-1819,-3155,-3319,-4787,-8481,-14034,19,-483,-643,-1936,-2275,-4106,-4170,-6551,-10250,-13548,0
